result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
A,1.4,4.0,7.5,6,3,1,21,8,3,1,6,14,21
A,2.6,3.25,2.5,0,1,9,7,27,1,4,5,10,17
H,1.8,3.4,4.2,2,5,3,9,11,3,4,3,10,11
H,1.29,4.5,10.0,6,2,2,22,12,3,4,3,10,11
D,1.36,4.2,8.0,4,5,1,17,12,0,1,9,8,27
H,2.75,3.25,2.38,3,3,4,17,16,6,2,2,21,9
H,2.1,3.3,3.4,2,2,6,19,20,5,0,5,17,23
H,2.2,3.25,3.0,2,3,5,11,17,4,3,3,12,13
A,4.5,3.5,1.7,2,4,4,8,11,4,6,0,19,9
H,3.75,3.3,1.91,4,3,3,13,10,6,3,1,22,12
H,1.91,3.3,3.8,5,1,4,13,15,3,0,7,13,23
A,2.9,3.2,2.3,4,1,5,12,13,4,3,3,18,12
D,1.73,3.6,4.75,4,4,2,18,10,2,4,4,11,15
D,1.8,3.5,4.0,4,2,4,17,14,3,2,5,10,19
H,1.91,3.3,3.75,2,5,3,11,12,3,2,5,9,15
H,2.0,3.3,3.75,5,1,4,23,13,6,1,3,19,17
H,3.1,3.3,2.3,6,2,2,17,9,7,3,0,23,2
A,2.4,3.3,2.88,2,1,7,5,18,4,2,4,11,10
D,1.73,3.6,4.75,3,4,3,17,16,1,2,7,6,22
H,2.25,3.25,3.2,4,3,3,17,17,3,2,5,8,13
D,3.75,3.3,2.0,5,2,3,10,11,8,2,0,30,7
H,1.67,3.7,5.0,6,1,3,20,17,5,1,4,12,11
H,2.05,3.3,3.6,8,2,0,31,8,6,2,2,20,10
D,1.8,3.5,4.5,3,2,5,8,13,1,2,7,7,18
A,3.4,3.4,2.1,2,5,3,15,16,5,1,4,23,14
A,2.5,3.3,2.75,1,3,6,6,19,4,3,3,14,16
H,3.25,3.25,2.2,0,1,9,4,22,2,1,7,6,18
D,2.1,3.4,3.4,4,2,4,11,11,5,3,2,12,12
H,4.5,3.6,1.75,4,4,2,14,14,6,3,1,23,7
H,1.25,5.5,12.0,5,3,2,19,7,4,3,3,12,11
H,1.85,3.6,4.0,6,1,3,21,13,6,1,3,21,17
H,2.25,3.3,3.1,1,1,8,5,24,1,2,7,6,20
H,3.25,3.25,2.2,5,3,2,16,15,6,1,3,26,15
H,4.33,3.6,1.8,4,1,5,11,13,8,2,0,33,9
H,2.0,3.3,3.75,4,4,2,11,13,3,3,4,8,12
D,2.4,3.3,2.88,1,3,6,8,18,2,4,4,16,18
H,1.4,4.5,7.5,5,3,2,14,13,1,1,8,9,18
D,2.25,3.4,3.1,5,1,4,23,14,6,1,3,18,13
H,1.62,3.75,5.5,6,1,3,20,16,5,3,2,14,12
A,2.45,3.3,2.8,8,1,1,31,8,6,3,1,20,2
D,1.8,3.6,4.33,3,3,4,9,16,2,1,7,7,24
D,2.2,3.3,3.2,2,4,4,15,17,5,3,2,16,15
D,2.65,3.4,2.5,1,1,8,7,22,4,1,5,9,12
D,2.38,3.3,2.9,1,1,8,9,17,1,4,5,8,17
H,2.1,3.4,3.4,3,3,4,10,12,5,3,2,15,14
D,1.62,3.75,5.5,7,3,0,22,2,4,2,4,22,14
A,1.22,6.0,13.0,6,2,2,18,11,0,2,8,5,19
A,2.3,3.4,3.0,2,2,6,7,18,2,5,3,14,15
H,1.91,3.4,4.0,4,2,4,9,10,3,3,4,8,15
H,1.53,4.0,6.0,5,2,3,14,14,1,2,7,6,20
D,2.4,3.3,2.9,1,4,5,9,18,4,4,2,15,15
D,3.25,3.5,2.1,4,2,4,11,12,7,1,2,28,8
A,2.88,3.5,2.3,4,3,3,15,16,6,1,3,21,17
H,1.36,4.75,8.0,4,3,3,24,15,1,4,5,11,20
A,2.63,3.25,2.63,7,1,2,21,15,6,4,0,22,4
H,1.45,4.2,7.0,7,2,1,29,8,3,3,4,13,16
A,3.8,3.4,1.95,3,3,4,7,14,5,2,3,17,13
D,2.3,3.3,3.1,3,4,3,17,15,4,2,4,12,10
A,2.88,3.3,2.4,1,2,7,4,19,4,3,3,12,11
H,1.7,3.6,5.0,3,5,2,16,17,1,2,7,4,19
A,2.4,3.4,2.8,1,2,7,3,15,4,3,3,8,11
A,1.53,4.0,6.0,5,2,3,24,13,3,3,4,12,17
D,1.57,3.8,6.0,6,1,3,19,16,4,3,3,11,10
A,4.75,3.6,1.73,3,2,5,7,15,6,4,0,22,4
H,3.4,3.4,2.1,3,4,3,17,15,6,1,3,16,11
A,5.25,3.75,1.65,1,1,8,4,20,8,2,0,31,6
H,2.2,3.4,3.2,4,4,2,18,16,5,2,3,11,13
A,1.83,3.5,4.33,1,3,6,9,20,1,1,8,4,22
H,2.9,3.3,2.4,1,2,7,7,18,4,2,4,13,11
H,1.18,6.5,15.0,7,3,0,21,2,1,1,8,5,21
H,1.33,5.0,8.5,6,1,3,15,10,1,2,7,8,20
A,1.91,3.4,4.0,9,1,0,33,6,5,2,3,22,20
H,4.0,3.4,1.91,2,1,7,6,20,5,1,4,22,12
D,2.25,3.3,3.1,4,1,5,10,13,3,5,2,15,16
D,2.1,3.3,3.5,5,2,3,11,13,3,4,3,16,15
D,1.62,3.7,5.5,4,3,3,14,13,2,1,7,8,17
D,1.73,3.6,4.75,4,3,3,13,16,3,2,5,7,12
H,1.62,3.75,5.5,4,1,5,21,14,3,4,3,14,14
A,3.8,3.6,1.91,3,3,4,8,12,8,1,1,31,8
H,2.2,3.4,3.2,3,1,6,8,18,3,2,5,10,14
A,4.2,3.6,1.83,3,4,3,15,14,7,3,0,23,2
A,2.9,3.3,2.38,1,1,8,6,24,3,2,5,12,16
H,3.0,3.25,2.38,5,3,2,19,15,6,1,3,21,10
H,2.6,3.25,2.7,2,3,5,10,18,5,3,2,10,10
A,3.6,3.5,2.0,1,2,7,6,17,6,2,2,23,19
D,1.4,4.5,7.5,7,3,0,24,3,5,3,2,18,16
H,1.3,5.0,9.5,6,1,3,22,10,3,1,6,7,17
H,1.22,5.75,12.0,7,1,2,22,15,1,1,8,6,24
H,1.25,5.5,11.0,8,1,1,29,7,0,2,8,3,19
H,1.65,3.75,5.25,3,1,6,9,14,1,2,7,8,25
A,2.75,3.3,2.5,4,3,3,9,13,5,1,4,25,16
D,1.91,3.4,4.0,3,3,4,13,14,3,3,4,8,12
A,2.05,3.4,3.5,4,4,2,14,14,2,4,4,14,16
H,1.33,4.75,9.0,5,3,2,20,12,7,0,3,15,12
A,2.0,3.4,3.6,5,2,3,18,11,3,5,2,13,12
D,1.9,3.4,4.0,3,1,6,9,16,4,3,3,17,12
A,2.0,3.4,3.6,2,4,4,11,15,6,1,3,15,13
D,7.0,3.8,1.5,3,3,4,11,16,7,2,1,21,6
D,2.15,3.4,3.25,3,0,7,12,22,4,3,3,11,9
A,2.75,3.3,2.5,6,1,3,25,14,6,4,0,20,2
D,3.5,3.3,2.1,3,3,4,10,14,7,2,1,23,12
A,2.38,3.25,2.75,1,2,7,4,16,5,2,3,10,11
H,2.05,3.3,3.6,3,3,4,17,17,3,3,4,13,14
H,1.91,3.25,3.75,3,3,4,15,19,5,2,3,17,15
H,2.8,3.25,2.5,4,1,5,11,12,6,1,3,16,10
D,5.5,4.0,1.57,1,2,7,8,26,9,1,0,33,6
H,1.91,3.4,4.0,0,1,9,3,23,1,1,8,6,23
H,1.17,7.0,15.0,6,4,0,20,1,1,3,6,9,20
A,2.0,3.5,3.5,7,1,2,22,15,5,1,4,21,13
D,1.33,4.5,8.0,8,2,0,29,9,1,2,7,5,20
H,2.75,3.2,2.38,1,1,8,4,23,4,2,4,10,11
H,2.0,3.2,3.5,4,4,2,8,10,4,0,6,11,15
A,2.7,3.1,2.5,1,2,7,5,18,2,4,4,14,18
A,2.2,3.3,3.2,3,2,5,12,15,3,4,3,14,17
H,3.2,3.25,2.25,3,4,3,14,17,6,1,3,16,10
H,1.2,6.5,13.0,5,1,4,22,13,1,1,8,5,20
H,1.62,3.6,5.0,5,1,4,12,13,5,2,3,10,11
D,1.95,3.5,3.75,3,3,4,8,12,1,1,8,4,20
A,2.4,3.25,2.75,1,2,7,4,16,3,3,4,12,15
D,3.2,3.4,2.2,4,3,3,18,15,6,1,3,19,17
D,3.3,3.5,2.1,4,4,2,15,15,8,2,0,33,7
A,3.8,3.6,1.91,5,1,4,13,12,7,3,0,26,1
H,2.88,3.2,2.5,1,3,6,8,23,3,3,4,10,12
H,1.62,3.9,5.25,8,2,0,28,1,5,1,4,15,11
H,1.73,3.5,5.0,5,2,3,19,18,3,5,2,15,16
H,1.5,4.1,6.5,7,3,0,30,8,4,1,5,10,13
H,2.63,3.25,2.63,3,4,3,8,11,3,4,3,17,16
D,3.5,3.4,2.05,1,1,8,4,23,4,3,3,8,11
A,4.75,3.6,1.73,1,2,7,3,15,5,1,4,23,12
H,1.83,3.4,4.4,3,2,5,10,13,2,1,7,5,17
H,1.53,3.8,6.5,4,3,3,14,16,2,3,5,9,20
H,1.44,4.33,7.0,6,1,3,27,11,4,3,3,10,10
H,1.57,3.8,6.0,4,1,5,11,12,3,2,5,12,13
D,4.0,3.4,1.91,1,1,8,4,20,6,2,2,21,15
A,3.5,3.6,2.0,3,4,3,16,17,7,3,0,29,10
A,1.57,3.8,6.0,3,4,3,16,18,1,2,7,4,18
H,1.95,3.5,3.8,4,0,6,11,15,5,3,2,16,13
D,4.75,3.75,1.7,4,3,3,8,11,8,2,0,28,1
H,1.91,3.4,4.0,2,2,6,8,22,1,1,8,4,23
H,1.2,6.0,11.0,7,3,0,22,1,1,3,6,5,17
H,1.29,5.0,11.0,6,3,1,22,14,3,2,5,9,16
H,2.25,3.25,2.9,8,2,0,29,9,6,1,3,26,11
D,2.38,3.25,2.75,4,2,4,10,11,3,3,4,15,19
H,2.9,3.4,2.2,1,1,8,4,23,2,4,4,14,18
A,4.5,3.5,1.7,1,2,7,5,18,5,1,4,12,11
H,2.1,3.25,3.25,3,2,5,13,13,4,0,6,11,15
A,1.83,3.3,4.0,5,2,3,17,15,4,4,2,7,9
H,1.53,4.0,6.0,5,1,4,21,12,2,3,5,12,18
H,1.25,5.0,10.0,7,3,0,22,1,4,2,4,16,16
A,2.2,3.3,3.25,6,1,3,13,10,9,1,0,28,7
D,1.91,3.4,4.0,1,2,7,4,18,1,1,8,5,19
D,1.44,4.2,7.5,3,3,4,14,18,2,1,7,6,18
A,3.25,3.3,2.2,4,0,6,12,15,7,2,1,24,13
H,2.1,3.3,3.5,4,4,2,7,9,4,2,4,14,12
D,2.25,3.25,3.2,2,2,6,8,19,4,2,4,11,12
H,1.57,3.6,5.5,5,1,4,19,11,3,4,3,14,17
H,1.9,3.3,3.8,7,2,1,23,12,6,1,3,13,10
H,1.5,3.8,6.0,9,1,0,27,5,5,3,2,10,10
H,2.3,3.2,2.9,3,3,4,10,14,4,0,6,10,13
D,1.62,3.6,5.0,2,3,5,12,17,2,3,5,10,18
H,2.1,3.2,3.25,2,1,7,7,19,1,3,6,5,16
D,2.5,3.2,2.6,1,2,7,5,16,3,2,5,13,17
H,4.75,3.4,1.7,3,2,5,12,15,7,3,0,21,1
D,1.8,3.6,4.2,7,2,1,21,3,9,1,0,27,5
D,2.15,3.25,3.4,5,1,4,12,13,5,1,4,20,12
H,2.3,3.2,3.1,1,2,7,4,16,4,3,3,13,14
H,1.73,3.5,5.0,3,4,3,15,17,2,4,4,13,17
H,2.1,3.25,3.6,3,0,7,9,15,3,1,6,8,18
D,2.8,3.25,2.5,5,2,3,10,11,8,1,1,26,12
D,1.91,3.4,4.0,1,4,5,10,19,0,3,7,3,16
A,2.0,3.3,3.75,3,3,4,12,15,4,2,4,13,13
H,1.33,4.75,9.5,5,2,3,22,13,4,0,6,11,13
H,1.5,4.2,6.5,7,2,1,23,12,3,3,4,12,15
A,1.36,4.75,8.5,8,2,0,27,6,4,2,4,12,12
D,2.3,3.2,3.2,4,2,4,12,14,4,3,3,10,12
A,1.91,3.4,4.0,2,4,4,14,17,2,2,6,5,14
A,5.0,3.6,1.7,2,1,7,6,21,4,2,4,13,15
D,1.62,3.75,5.5,4,3,3,16,17,1,5,4,10,16
D,6.0,4.0,1.53,0,4,6,4,16,6,3,1,20,4
H,1.33,5.0,9.0,6,3,1,19,5,3,2,5,9,14
D,1.53,3.8,6.5,5,4,1,21,9,2,1,7,12,23
H,1.44,4.33,7.0,4,5,1,17,10,3,3,4,11,16
H,1.91,3.4,4.0,4,3,3,11,9,6,0,4,14,16
D,2.2,3.25,3.3,4,1,5,9,13,2,3,5,12,17
H,5.0,3.75,1.67,3,4,3,16,12,6,2,2,23,12
H,1.75,3.6,4.2,5,4,1,20,5,7,2,1,23,12
H,1.3,4.5,10.0,5,2,3,15,13,4,2,4,11,13
A,3.3,3.3,2.05,3,1,6,6,14,4,3,3,16,17
D,2.0,3.3,3.5,4,0,6,12,16,2,4,4,15,17
H,1.57,3.75,5.25,3,4,3,8,12,0,4,6,4,16
D,3.75,3.5,1.85,1,5,4,9,15,5,2,3,24,14
D,1.45,4.0,6.5,5,2,3,13,9,2,0,8,5,22
A,3.3,3.3,2.05,3,3,4,12,15,7,2,1,25,8
A,1.62,3.6,5.75,5,2,3,23,15,7,0,3,15,12
D,2.25,3.25,3.2,3,2,5,9,17,3,2,5,8,13
H,3.3,3.3,2.15,5,0,5,12,17,4,5,1,19,11
H,2.0,3.4,3.6,2,3,5,12,17,4,4,2,18,11
A,3.5,3.4,2.05,3,3,4,10,19,5,1,4,17,14
A,5.5,3.75,1.62,2,2,6,14,23,6,3,1,21,5
D,1.25,5.25,10.0,6,3,1,21,5,3,2,5,14,15
H,1.75,3.3,4.5,4,5,1,19,10,5,2,3,11,8
H,1.53,3.6,6.0,5,1,4,18,15,3,3,4,8,13
D,1.75,3.3,4.5,7,0,3,15,12,6,0,4,12,14
A,2.8,3.2,2.38,3,3,4,8,10,5,2,3,23,15
D,2.2,3.1,3.2,4,3,3,16,13,2,2,6,13,24
D,2.4,3.3,2.9,5,2,3,21,15,6,3,1,27,10
H,1.5,4.0,7.0,5,4,1,19,9,3,4,3,14,13
H,1.83,3.5,4.33,3,3,4,7,11,3,2,5,11,21
A,4.75,3.6,1.73,5,1,4,10,13,5,4,1,17,5
H,2.3,3.3,3.1,2,3,5,14,21,3,2,5,9,12
H,2.2,3.3,3.25,5,1,4,9,7,6,1,3,12,11
H,1.3,5.0,9.5,5,4,1,17,5,5,1,4,9,7
H,1.6,3.7,5.75,5,2,3,17,15,3,4,3,13,11
H,1.36,4.75,8.0,6,3,1,28,11,3,3,4,16,18
A,4.0,3.4,1.83,2,2,6,8,21,5,2,3,21,15
H,3.0,3.4,2.3,6,1,3,12,10,6,3,1,20,8
H,2.1,3.4,3.4,3,4,3,12,12,4,1,5,8,15
H,1.4,4.0,7.0,5,3,2,17,9,2,2,6,8,22
A,4.33,3.6,1.8,3,1,6,8,18,7,2,1,30,11
H,2.05,3.4,3.5,2,4,4,14,15,4,2,4,6,9
H,3.2,3.4,2.2,3,3,4,16,19,5,2,3,17,17
A,1.95,3.3,4.0,4,1,5,7,10,4,2,4,11,12
D,1.91,3.4,4.0,7,1,2,13,7,3,4,3,12,14
H,1.33,4.5,8.0,6,4,0,19,3,6,2,2,12,7
H,1.5,4.0,7.0,5,1,4,18,19,2,1,7,7,20
H,1.53,4.0,6.0,8,2,0,31,9,3,4,3,18,16
H,3.6,3.3,1.91,3,2,5,7,12,6,1,3,26,12
A,3.4,3.25,2.15,5,2,3,12,9,5,3,2,16,9
H,2.25,3.25,3.2,3,5,2,13,14,4,1,5,8,11
D,5.0,3.5,1.73,1,4,5,6,12,6,2,2,15,9
H,1.44,4.33,7.0,7,2,1,25,8,3,2,5,8,13
A,1.57,3.8,6.0,6,2,2,21,14,3,2,5,12,16
D,2.2,3.3,3.3,5,3,2,17,15,2,4,4,16,18
D,1.75,3.6,4.6,4,1,5,13,15,1,5,4,8,14
H,1.67,3.8,5.0,4,4,2,10,11,3,1,6,6,15
H,1.44,4.33,7.0,4,3,3,22,13,4,3,3,13,11
H,1.85,3.5,4.2,5,4,1,19,11,7,1,2,24,12
H,1.75,3.6,4.75,7,2,1,20,8,5,3,2,14,11
A,2.63,3.5,2.5,0,2,8,14,29,3,4,3,16,15
A,1.73,3.5,5.0,2,4,4,9,16,1,6,3,5,8
H,3.0,3.4,2.3,3,3,4,11,11,4,4,2,18,11
A,2.2,3.3,3.3,3,1,6,9,21,5,4,1,14,10
H,2.0,3.5,3.6,3,5,2,21,16,4,2,4,12,9
H,1.53,4.0,6.0,4,3,3,12,15,2,4,4,10,15
H,1.73,3.75,4.5,3,4,3,16,14,4,4,2,24,17
H,1.5,4.0,6.5,6,1,3,22,14,3,3,4,13,12
D,2.1,3.4,3.4,3,4,3,18,16,3,1,6,10,18
H,4.0,3.4,1.91,4,2,4,12,10,6,4,0,20,9
A,1.67,3.75,5.0,1,6,3,6,9,0,2,8,16,31
A,6.0,3.75,1.57,1,4,5,8,17,7,2,1,20,8
H,1.57,3.75,6.0,5,4,1,14,10,3,2,5,11,17
A,1.75,3.6,4.75,5,4,1,16,11,3,4,3,15,13
H,1.18,6.5,16.0,8,2,0,21,7,1,5,4,5,10
D,4.5,3.75,1.75,1,2,7,17,29,5,2,3,12,14
D,2.1,3.4,3.4,2,3,5,10,16,5,4,1,15,10
H,2.6,3.4,2.6,2,2,6,9,18,3,5,2,19,15
A,2.1,3.3,3.5,3,2,5,14,15,5,1,4,13,10
H,1.91,3.5,4.0,2,2,6,10,19,1,4,5,9,14
D,3.0,3.4,2.3,4,3,3,23,18,7,1,2,25,14
H,2.3,3.4,3.0,5,3,2,13,10,4,4,2,18,16
D,1.62,3.6,6.0,4,4,2,19,14,6,1,3,16,8
H,1.44,4.2,7.5,7,2,1,26,13,3,2,5,10,17
H,0.0,0.0,0.0,2,5,3,17,16,3,4,3,21,18
D,1.73,3.5,5.0,2,4,4,10,15,1,3,6,16,26
H,1.83,3.4,4.5,0,5,5,3,13,3,1,6,11,19
A,2.3,3.25,3.1,1,3,6,8,14,2,2,6,12,18
H,4.5,3.5,1.8,4,5,1,14,10,8,2,0,20,7
H,1.62,3.75,5.5,4,4,2,18,16,4,5,1,13,10
H,1.17,7.0,16.0,7,2,1,18,7,0,4,6,14,26
H,1.4,4.5,8.0,3,5,2,19,16,1,3,6,9,16
A,4.75,3.6,1.75,3,1,6,12,20,5,3,2,14,11
D,1.91,3.6,3.8,3,2,5,15,17,3,4,3,17,14
A,3.1,3.5,2.2,5,2,3,16,9,7,2,1,29,14
D,2.1,3.3,3.5,3,1,6,10,21,2,5,3,10,14
H,1.8,3.5,4.5,3,4,3,21,18,1,5,4,6,12
H,1.4,4.33,8.5,6,2,2,16,11,2,2,6,10,22
H,2.0,3.5,3.6,8,1,1,32,13,3,5,2,17,12
A,2.15,3.4,3.3,3,5,2,16,12,4,2,4,12,12
H,1.91,3.5,4.0,0,3,7,14,28,2,1,7,10,21
A,5.25,3.75,1.65,2,5,3,10,14,7,2,1,17,8
A,4.75,3.5,1.75,1,5,4,7,10,5,4,1,15,11
H,2.4,3.4,2.8,1,3,6,9,18,4,3,3,22,18
D,1.91,3.4,4.0,4,4,2,12,10,3,3,4,15,14
D,1.14,8.0,15.0,8,2,0,20,9,2,1,7,10,20
D,2.1,3.2,3.6,6,2,2,17,12,8,1,1,28,11
H,3.2,3.4,2.2,2,5,3,14,13,3,4,3,15,12
A,2.3,3.25,3.1,1,2,7,16,29,4,3,3,23,18
D,2.0,3.3,3.8,2,4,4,12,17,2,4,4,12,13
D,2.25,3.2,3.25,0,5,5,4,10,2,2,6,10,19
A,5.0,3.5,1.73,2,3,5,9,15,6,4,0,15,9
A,1.91,3.3,4.2,3,5,2,12,11,5,1,4,11,10
H,1.25,6.0,10.0,6,4,0,15,9,1,2,7,17,29
H,1.4,4.5,8.0,2,4,4,12,14,0,6,4,5,10
D,2.9,3.3,2.4,2,2,6,9,17,2,4,4,12,17
D,3.0,3.5,2.25,2,4,4,12,13,5,3,2,14,11
H,1.73,3.75,4.5,6,1,3,13,7,2,3,5,9,13
H,5.5,4.2,1.55,2,2,6,11,20,7,3,0,17,8
A,2.1,3.4,3.4,4,3,3,24,19,3,5,2,13,12
A,1.33,5.0,9.0,7,2,1,24,11,3,4,3,15,12
H,1.3,5.0,10.0,6,3,1,15,8,2,4,4,12,13
D,1.91,3.4,4.0,4,4,2,12,10,3,4,3,16,12
D,2.4,3.4,2.8,0,2,8,15,29,3,2,5,11,18
A,2.05,3.4,3.5,2,5,3,12,16,4,3,3,23,19
H,6.0,3.8,1.57,2,3,5,10,17,6,4,0,15,9
H,2.6,3.2,2.7,0,6,4,5,13,6,1,3,13,7
H,3.2,3.25,2.25,1,3,6,7,13,4,4,2,16,11
A,3.2,3.4,2.2,4,4,2,14,11,6,2,2,22,12
H,1.4,4.5,8.0,5,4,1,15,12,2,4,4,13,18
H,1.73,3.5,5.0,3,5,2,16,10,4,4,2,13,10
H,1.25,5.5,12.0,7,1,2,23,12,2,3,5,10,13
D,1.73,3.5,5.0,3,4,3,15,14,1,5,4,5,11
D,1.67,3.75,5.0,2,3,5,13,15,0,3,7,13,26
H,2.9,3.3,2.4,5,1,4,11,8,4,4,2,12,10
D,1.7,3.6,5.0,3,2,5,9,16,3,2,5,13,18
D,5.0,3.75,1.67,4,3,3,23,19,7,2,1,18,10
H,1.4,4.5,8.0,6,3,1,23,6,5,3,2,11,11
H,1.57,3.8,6.0,6,2,2,14,8,4,4,2,15,14
D,3.3,3.4,2.15,3,2,5,9,15,6,1,3,20,14
D,5.75,4.0,1.57,2,1,7,6,17,5,2,3,25,11
D,4.33,3.5,1.83,1,5,4,8,14,8,1,1,27,8
D,2.0,3.4,3.75,3,3,4,12,16,3,2,5,11,16
D,1.95,3.5,3.8,4,2,4,13,15,1,5,4,7,11
H,1.73,3.5,5.0,7,3,0,18,9,5,4,1,15,12
H,1.44,4.2,7.5,4,3,3,11,11,2,5,3,14,14
D,2.9,3.3,2.4,0,4,6,13,25,5,1,4,12,8
D,2.9,3.3,2.38,2,3,5,11,17,3,5,2,16,12
D,2.75,3.3,2.5,3,2,5,13,18,2,3,5,12,14
H,2.0,3.5,3.6,2,3,5,9,17,4,4,2,24,18
H,5.0,3.75,1.67,1,6,3,5,7,8,1,1,26,12
H,1.67,3.75,5.0,3,4,3,13,14,2,3,5,11,15
A,1.44,4.33,7.0,5,4,1,14,12,3,2,5,13,18
H,1.33,5.0,9.0,3,5,2,17,13,0,4,6,13,25
D,1.4,4.5,8.0,7,1,2,26,14,2,4,4,10,15
H,2.3,3.3,3.1,2,5,3,14,17,4,4,2,16,14
H,1.67,3.8,5.0,2,4,4,11,12,1,6,3,5,8
A,4.0,3.5,1.91,5,2,3,12,6,7,3,0,18,7
D,1.62,3.8,5.5,3,4,3,22,20,2,3,5,11,18
D,4.2,3.5,1.85,1,3,6,9,17,5,2,3,17,12
H,1.53,4.0,6.0,4,4,2,13,13,3,3,4,13,12
H,1.57,4.0,5.5,8,2,0,18,6,6,2,2,23,13
H,1.44,4.33,7.0,5,3,2,17,10,3,4,3,23,21
A,2.1,3.4,3.4,0,3,7,14,27,1,4,5,8,14
A,3.0,3.4,2.3,2,3,5,11,18,4,2,4,10,7
H,2.63,3.3,2.63,4,1,5,12,16,3,5,2,15,12
D,2.8,3.25,2.5,1,5,4,5,10,4,4,2,14,14
H,2.0,3.4,3.75,2,5,3,10,14,3,4,3,18,17
H,1.33,5.0,9.0,3,4,3,17,15,2,3,5,10,18
H,1.29,5.25,8.0,6,1,3,22,14,0,2,8,11,27
D,5.5,3.75,1.62,3,3,4,16,16,8,2,0,18,6
H,2.1,3.4,3.4,3,3,4,12,12,5,1,4,14,15
D,2.0,3.3,3.75,5,1,4,12,7,2,5,3,9,13
A,3.5,3.5,2.0,3,3,4,23,22,5,3,2,13,10
A,2.1,3.3,3.5,2,3,5,11,14,1,5,4,7,12
A,2.9,3.25,2.4,4,4,2,15,15,5,3,2,16,10
H,1.4,4.33,8.5,6,3,1,15,7,3,4,3,15,10
H,1.44,4.33,7.0,7,3,0,15,6,4,3,3,21,14
A,2.9,3.3,2.4,0,1,9,11,33,3,4,3,12,15
H,1.67,3.75,5.0,2,5,3,8,12,2,3,5,10,13
H,1.91,3.5,4.0,4,2,4,14,13,3,3,4,22,20
D,2.0,3.4,3.75,4,1,5,12,17,5,1,4,12,7
A,4.33,3.5,1.83,1,5,4,7,11,5,3,2,11,9
A,6.0,4.0,1.53,2,2,6,9,22,7,1,2,27,12
A,3.2,3.25,2.25,6,2,2,13,9,7,3,0,18,8
A,1.6,3.6,6.0,3,3,4,21,17,4,2,4,15,14
A,1.91,3.4,4.0,8,0,2,30,14,7,3,0,20,7
H,1.57,3.75,6.0,2,4,4,12,15,0,1,9,10,32
D,1.91,3.4,4.0,5,2,3,12,6,3,2,5,21,21
H,2.8,3.25,2.5,1,5,4,7,11,3,4,3,11,13
A,1.91,3.4,4.0,2,2,6,11,16,2,1,7,9,23
H,2.1,3.4,3.4,4,4,2,13,11,3,2,5,11,17
H,1.4,4.33,8.5,7,3,0,20,8,4,3,3,12,8
H,1.13,8.5,17.0,7,3,0,17,8,1,2,7,9,19
D,2.25,3.4,3.1,0,1,9,12,32,2,4,4,7,10
H,2.8,3.3,2.5,2,4,4,11,15,5,2,3,12,10
A,3.0,3.4,2.3,3,1,6,12,22,5,3,2,12,9
D,3.4,3.4,2.1,5,2,3,16,11,8,0,2,30,14
H,1.83,3.5,4.33,2,2,6,8,16,3,4,3,15,16
A,3.0,3.4,2.3,3,3,4,22,21,3,3,4,19,15
D,1.29,5.0,11.0,4,2,4,13,14,0,2,8,13,27
H,2.2,3.4,3.2,3,3,4,16,16,7,3,0,20,9
H,1.62,3.8,5.5,3,3,4,16,18,3,1,6,14,20
A,2.0,3.4,3.75,4,2,4,13,10,4,3,3,14,10
D,6.0,4.33,1.5,1,5,4,6,11,8,2,0,20,9
A,2.75,3.3,2.5,1,2,7,10,20,3,2,5,8,14
H,2.4,3.25,2.9,6,3,1,15,10,3,3,4,15,17
H,1.4,4.33,8.0,7,1,2,25,15,3,3,4,23,21
H,1.83,3.6,4.2,6,3,1,15,11,3,3,4,11,14
H,1.29,5.25,10.0,7,3,0,16,7,6,3,1,15,10
H,3.4,3.4,2.1,0,3,7,13,26,2,3,5,12,17
D,2.2,3.4,3.2,3,1,6,13,19,1,6,3,6,9
H,1.44,4.2,7.5,4,3,3,16,11,1,2,7,10,20
H,2.7,3.4,2.5,4,1,5,15,15,4,3,3,17,12
A,2.7,3.4,2.5,4,1,5,11,15,7,1,2,24,13
H,0.0,0.0,0.0,3,3,4,22,20,4,3,3,17,14
H,1.25,6.0,10.0,3,3,4,10,13,2,2,6,10,18
H,1.44,4.33,7.0,8,1,1,25,10,5,0,5,16,15
D,2.75,3.2,2.6,3,3,4,16,16,4,3,3,19,11
D,9.5,4.75,1.33,1,3,6,12,23,7,3,0,18,6
H,2.1,3.3,3.5,2,3,5,11,16,4,1,5,11,16
D,2.1,3.3,3.5,0,7,3,4,8,4,2,4,24,20
H,5.0,3.8,1.67,1,2,7,9,21,4,3,3,19,14
A,4.2,3.5,1.85,5,3,2,14,14,6,3,1,13,10
D,1.5,4.2,6.5,8,2,0,27,6,3,5,2,16,15
H,2.1,3.5,3.3,5,2,3,21,16,6,2,2,15,9
H,2.0,3.5,3.6,3,2,5,10,16,2,4,4,10,16
A,4.5,3.75,1.75,4,3,3,15,16,7,2,1,25,6
H,2.2,3.3,3.25,3,3,4,10,12,4,3,3,14,15
H,1.8,3.5,4.5,5,2,3,11,13,1,5,4,7,13
H,1.91,3.4,4.0,1,5,4,8,12,1,2,7,7,19
